3.6407,3.4566,2.823,2.5901,2.9156,2.6638,3.2213,3.0322,2.6169,2.3435,2.7475,2.4646
3.5396,3.3625,2.9066,2.693,2.9353,2.7102,3.2602,3.094,2.467,2.193,2.8477,2.6188
3.5125,3.3421,2.9406,2.7368,2.9477,2.7295,3.2699,3.1127,2.4191,2.1432,2.8742,2.6555
3.4873,3.3192,2.9518,2.7525,2.9292,2.7134,3.2799,3.1269,2.3926,2.1181,2.8686,2.6516
3.4847,3.3169,2.9513,2.7521,2.9135,2.6986,3.2855,3.1331,2.3822,2.107,2.8762,2.6601
