3.6431,3.4612,2.8302,2.598,2.9175,2.6664,3.229,3.0397,2.6171,2.3427,2.8538,2.5864
3.5345,3.3574,2.9086,2.6961,2.937,2.7119,3.2634,3.0983,2.4653,2.1917,2.8951,2.6657
3.5092,3.3381,2.9426,2.7411,2.9486,2.7296,3.2748,3.1186,2.4182,2.1426,2.9247,2.7017
3.4876,3.3186,2.953,2.7552,2.9294,2.7126,3.284,3.1314,2.3915,2.1173,3.1563,2.7284
3.4864,3.318,2.9523,2.7541,2.9151,2.699,3.2882,3.1353,2.3818,2.1065,2.936,2.7077
